dedupe_hash,whisky_name_raw,distillery,source_score,review_year,review_date,identity_status,match_source,matched_whisky_id,matched_whisky_name,matched_distillery,name_match_score,distillery_match,conflict_flags,decision,decision_reason,internal_audit_only,internal_source_url
5f23c85cf21f2158bf82237679a7d30d638499071bb1d91db58bf69954c9d291,"Bowmore 18 yo 1993/2011 (61.6%, The Whisky Exchange, Masterpieces, 195 bottles)",Bowmore,91,2012,2012-03-26,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
4829470daa5b8c98aacef45db10845a416991579506ac094c661eff68155a1ad,"Bowmore 15 yo 1991/2006 'The Blacksmith's Bottling' (57.7%, Queen of the Moorlands, Rare Cask, 199 bottles)",Bowmore,92,2012,2012-03-26,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
bda03c352c97765a5e5ca958fbae68474a9e1746b24e3382d740fbff8c4cf5f9,"Bowmore 18 yo 1971 (57.3%, Sestante, crest label, +/-1989)",Bowmore,94,2012,2012-03-26,name_matched,name,W001038,bowmore 18yo,Bowmore,80.0,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
9f0088bad7c71ec0e438152625a6ffdfae7301fea112fce10ddc3c7024bed6d8,"Bowmore 32 yo 1969/2002 (41.20%, Duncan Taylor, Peerless, cask #6087, 234 bottles)",Bowmore,88,2012,2012-03-26,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
db0db01d9e88f2e2170022aa4b68bb57a4d352a852c63dc357049de5c2217a9e,"Bowmore 14 yo 1997/2012 (53.6%, Glen Fahrn Germany, cask #800208, 101 bottles)",Bowmore,89,2012,2012-04-16,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archiveapril12-2.html
6cae80e4d30e4d3b9eda60fe7c9f1a227afebd7e211c1e2f95cc558336da380d,"Bowmore 13 yo 1996/2010 (46%, Mo Or Collection, bourbon hogshead, cask #6464, 360 bottles)",Bowmore,86,2012,2012-04-16,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archiveapril12-2.html
538a5c475ea01c4650e0c9f0e6150be646808499425bf642c0e46344e8da43fc,"Bowmore 1999/2012 (48.4%, Jack Wiebers, Wanted, The Question Mark Man, refile sherry cask, 180 bottles)",Bowmore,88,2012,2012-04-16,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archiveapril12-2.html
d6853c0a5a6dd6eceec3a3d28697d7d1977210d91d2e17b258eba57bfca698db,"Bowmore 1995/2011 (53.7%, Jack Wiebers, Wanted, The Loving Brothers, sherry cask, 300 bottles)",Bowmore,80,2012,2012-04-16,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archiveapril12-2.html
ad5e968e85a41dff1a8ef0359970414d21424fa19a15a04774a72fa8ea22f4f2,"Auchentoshan 1999 'Bordeaux Cask Matured' (58%, OB, +/-2011)",Auchentoshan,78,2012,2012-05-11,name_matched,name,W000018,auchentoshan 12yo,Auchentoshan,82.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemay12-1.html
033f329affba7a52e788486e1c1c570b7fadc2cdcdecaa8fa0860cd82ce6e686,"Deanston 35 yo 1977/2012 (40.4%, The Whisky Agency & The Nectar, refill hogshead, 253 bottles)",Deanston,88,2012,2012-05-22,name_matched,name,W000012,deanston 12y,Deanston,80.0,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemay12-2.html
8530e1adb65e1c3771d085c986c96417e8aba7db46ec97290af5de3a06e2b1c3,"Ardmore 18 yo 1992/2011 (46%, Mo Or Collection, bourbon hogshead, cask #5013, 286 bottles)",Ardmore,86,2012,2012-07-13,name_matched,name,W000020,ardmore legacy,Ardmore,66.7,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivejuly12-1.html
7980241d2631b0bedf74b1c8b9e0f4e7db94175b9c5de2f89efb1031f98023b8,"Bowmore 20yo 1965/1985 (48.5%, Intertrade, sherry, 75cl)",Bowmore,92,2012,2012-07-28,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivejuly12-2.html
