id,slug,lang,name,description,url,pdf,published_at,authors,type,country,region,distillery,bottler,age,abv,price_per_liter,flavour,rating_marcel,rating_sascha,rating_value_for_money
535,berry-bros-and-rudd-sherry-cask-matured-blended-malt-scotch-whisky,en,Sherry Cask Matured Blended Malt Scotch Whisky - Berry Bros. & Rudd,"Berry Bros & Rudd – a name synonymous with fine spirits since 1698. The traditional London-based company has long since made a name for itself as one of Scotland's most respected independent bottlers. Their latest coup: a sherry cask matured blended malt with no age statement, bottled at 44.2% ABV, which promises to blur the boundaries between whisky and sherry dessert.",/whisky-reviews/berry-bros-and-rudd-sherry-cask-matured-blended-malt-scotch-whisky,/exports/pdf/berry-bros-and-rudd-sherry-cask-matured-blended-malt-scotch-whisky.pdf,2025-09-24T12:50:57+00:00,"[""Marcel"", ""Sascha""]",Blended Malt Whisky,Scotland,,,Berry Bros. & Rudd,0,44.2,49.85,rich,74,78,4
532,longmorn-11-years-2014-2025-james-eadie,en,Longmorn 11 Years (2014/2025) - James Eadie,There are whiskies that captivate you from the very first sniff – and then there are those that reveal their true greatness only gradually. The Longmorn 11 Years 2014/2025 from renowned independent bottler James Eadie definitely belongs to the latter category. Read on to find out what makes this 11-years single malt so special and why it could easily be mistaken for a much older whisky.,/whisky-reviews/longmorn-11-years-2014-2025-james-eadie,/exports/pdf/longmorn-11-years-2014-2025-james-eadie.pdf,2025-09-23T09:10:41+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Longmorn,James Eadie,11,52.4,128.42,delicate,86,82,4
548,royal-brackla-10-years-2014-2024-thompson-bros,en,Royal Brackla 10 Years (2014/2024) - Thompson Bros,"Who would have thought that such a treasure was hidden behind the unassuming name Royal Brackla? The distillery from the Scottish Highlands often leads a shadowy existence alongside the big names, but Thompson Bros impressively proves with this 10-years bottling why Royal Brackla deserves the title ""The King's Own Whisky"".",/whisky-reviews/royal-brackla-10-years-2014-2024-thompson-bros,/exports/pdf/royal-brackla-10-years-2014-2024-thompson-bros.pdf,2025-09-21T17:43:07+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Royal Brackla,Thompson Bros.,10,55.3,92.85,delicate,85,86,4
292,the-westfalian-cask-86,en,The Westfalian TW86,"In the world of whisky, there are always surprises that come from unexpected corners. The Westfalian Cask 86, a 10-years German single malt whisky, is one of these exotic spirits. With a proud age of ten years, matured in a sherry cask (at least 2nd fill) and bottled at a cask strength of 56.50 %, we have found one of these.",/whisky-reviews/the-westfalian-cask-86,/exports/pdf/the-westfalian-cask-86.pdf,2025-09-19T11:00:43+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,Northoff Feinbrennerei,The Westfalian,10,56.5,198,rich,81,79,3
307,the-westfalian-cask-256,en,The Westfalian TW256,"The Westfalian Cask 256 is a single rye whisky (100% rye) that matured in a first-fill ruby port cask from 2019 to 2023. With 59.1% alcohol by volume, it is a powerful drop that was bottled without chill-filtration and without colouring.",/whisky-reviews/the-westfalian-cask-256,/exports/pdf/the-westfalian-cask-256.pdf,2025-09-15T19:27:53+00:00,"[""Marcel"", ""Sascha""]",Single Rye Whisky,Germany,,Northoff Feinbrennerei,The Westfalian,4,59.1,198,rich,80,84,3
533,tormore-10-years-blueprint-bourbon-barrel,en,Tormore 10 Years Blueprint Bourbon Barrel,"Well, do you know Tormore? If not, you're in good company – this Speyside distillery tends to lead a rather shadowy existence in the whisky universe. Founded in 1958, Tormore now belongs to Chivas Brothers and mainly produces for blends. But every now and then, a few casks make it onto the market as single malts.",/whisky-reviews/tormore-10-years-blueprint-bourbon-barrel,/exports/pdf/tormore-10-years-blueprint-bourbon-barrel.pdf,2025-09-12T10:47:43+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Tormore,,10,48,114.14,mellow,75,76,3
534,ardmore-12-years-2012-2025-signatory-vintage,en,Ardmore 12 Years (2012/2025) - Signatory Vintage,"The Highlands are renowned for their distinctive single malts, and for over a century, the Ardmore distillery has been synonymous with powerful, smoky whiskies with unmistakable character. When a renowned independent bottler such as Signatory Vintage brings its expertise to bear, the result is often a true treasure. This 12-years Ardmore from 2012, bottled at a proud 60.70% ABV after maturing in bourbon barrels, promises an exciting journey through history, combining Highland tradition with American influence. Can this dram live up to the high expectations and reconcile the distillery's characteristic 'dirty' profile with the mild elegance of a bourbon barrel?",/whisky-reviews/ardmore-12-years-2012-2025-signatory-vintage,/exports/pdf/ardmore-12-years-2012-2025-signatory-vintage.pdf,2025-09-08T06:59:37+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Ardmore,Signatory Vintage,12,60.7,107.07,peaty,78,81,3
332,mystic-lowlands-2011-2024-malts-of-scotland,en,Mystic Lowlands (2011/2024) - Malts of Scotland,"The Lowlands are known for their smooth, elegant whiskies, but the Mystic Lowlands 2011/2024 from Malts of Scotland proves that this region can also produce intense and complex character.",/whisky-reviews/mystic-lowlands-2011-2024-malts-of-scotland,/exports/pdf/mystic-lowlands-2011-2024-malts-of-scotland.pdf,2025-09-04T11:35:15+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Lowlands,,Malts of Scotland,13,55.5,92.71,delicate,81,81,4
530,turntable-spirits-unplugged,en,Turntable Spirits Unplugged,"Sometimes you discover a whisky that surprises you with its simple honesty. Turntable Spirits Unplugged is one such candidate – a Scottish blended whisky with no age statement, bottled at 46% ABV, whose name says it all.",/whisky-reviews/turntable-spirits-unplugged,/exports/pdf/turntable-spirits-unplugged.pdf,2025-08-26T05:30:22+00:00,"[""Marcel"", ""Sascha""]",Blended Malt Whisky,Scotland,,,Turntable Spirits,0,46,49.98,floral,75,75,4
531,finglassie-8-years-2017-2025-james-eadie,en,Finglassie 8 Years (2017/2025) - James Eadie,"In the rolling hills of the Scottish Lowlands, where mist settles over the fields like a silky veil, something extraordinary is created at the InchDairnie Distillery. James Eadie's Finglassie 8 Years 2017/2025 can easily compete with the much more expensive Lagavulin Single Casks.",/whisky-reviews/finglassie-8-years-2017-2025-james-eadie,/exports/pdf/finglassie-8-years-2017-2025-james-eadie.pdf,2025-08-25T09:42:31+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Lowlands,InchDairnie,James Eadie,8,57.9,112.71,rich,83,86,4
271,aberfeldy-40-years-1983-2023-malts-of-scotland,en,Aberfeldy 40 Years (1983/2023) - Malts of Scotland,"The Aberfeldy 40 Years 1983/2023 from Malts of Scotland is a whisky that makes connoisseurs' hearts beat faster. As a genuine Highland whisky, it not only carries the typical elegance of this region, but also embodies the deep, mature experience of four decades of cask maturation. At 47.20%, it displays an impressive balance between strength and finesse, which is reflected in every sip.",/whisky-reviews/aberfeldy-40-years-1983-2023-malts-of-scotland,/exports/pdf/aberfeldy-40-years-1983-2023-malts-of-scotland.pdf,2025-08-23T19:58:08+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Aberfeldy,Malts of Scotland,40,47.2,1284.29,delicate,94,92,0
529,wolfburn-12-years-2025,en,Wolfburn 12 Years (2025),"The northernmost mainland distillery of Scotland returns with a whisky that radiates both groundedness and finesse: the Wolfburn 12 Years. Matured in a combination of first-fill bourbon barrels and Oloroso sherry casks, it presents itself as a classic Highlander with a modern twist. Bottled at 46.0% ABV, non-chill filtered and natural in color, it steps into the glass without disguise. But what does this really mean in practice? Let’s take a closer look.",/whisky-reviews/wolfburn-12-years-2025,/exports/pdf/wolfburn-12-years-2025.pdf,2025-08-22T08:54:37+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Wolfburn,,12,46,78.43,floral,79,79,3
263,old-pulteney-12-years-2023,en,Old Pulteney 12 Years (2023),"The Old Pulteney 12 years is a single malt whisky from the Scottish Highlands, more precisely from the Pulteney Distillery in the coastal town of Wick. With a maturation period of 12 years and an alcohol content of 40% vol., it is considered an accessible classic that is particularly interesting for whisky newcomers.",/whisky-reviews/old-pulteney-12-years-2023,/exports/pdf/old-pulteney-12-years-2023.pdf,2025-08-19T09:56:38+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Pulteney,,12,40,41.7,spicy,70,70,4
526,och-aye-the-coo,en,Och Aye the Coo,"Och Aye the Coo – the name alone makes you smile. While other whiskies boast grandiose names such as ""Royal Salute"" or ""Macallan Rare Cask"", this little Scot comes across like a friendly farmer from the Highlands who has made his cow talk. ""Och aye"" means ""oh yes"" in Scottish Gaelic – and ""the Coo""? That's simply the Scottish way of saying cow. So you could say: ""Oh yes, the cow!"" What a charmingly down-to-earth way to name a whisky.",/whisky-reviews/och-aye-the-coo,/exports/pdf/och-aye-the-coo.pdf,2025-08-11T12:43:01+00:00,"[""Marcel"", ""Sascha""]",Blended Malt Whisky,Scotland,,,Lafferty & Sons Ltd.,0,40,28.43,mellow,63,62,4
527,glen-moray-2007-2021-14-years-malts-of-scotland,en,Glen Moray 14 Years (2007/2021) - Malts of Scotland,"There are whiskies that invite reflection, others that astonish. And then there are those that smile at you sweetly – only to throw a ginger bomb onto your palate a second later. The Glen Moray 2007/2021, bottled by Malts of Scotland, belongs to this third category – a surprising and exciting release from the Glen Moray distillery, located in the Speyside region near the Highlands. Aged for 14 years in a bourbon cask, bottled at a bold 56.3% ABV, non-chill filtered, natural colour – just the way we purists like it.",/whisky-reviews/glen-moray-2007-2021-14-years-malts-of-scotland,/exports/pdf/glen-moray-2007-2021-14-years-malts-of-scotland.pdf,2025-08-05T10:29:56+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Glen Moray,Malts of Scotland,14,56.3,112.85,delicate,81,81,4
528,oban-the-macleans-young-teddy-2023,en,Oban The Macleans Young Teddy (2023),"Whiskies tell stories. Some shout, with drums and fanfare. Others whisper – and yet their echoes linger in memory. Oban The Macleans Young Teddy (2023) belongs to the latter. A limited edition from the storied Oban Distillery in the Scottish Highlands – boldly bottled at 50.8% ABV, but without an age statement. And perhaps that’s the first clue: this whisky doesn’t aim to impress with numbers but with character.",/whisky-reviews/oban-the-macleans-young-teddy-2023,/exports/pdf/oban-the-macleans-young-teddy-2023.pdf,2025-07-31T09:15:13+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Oban,,0,50.8,541.42,spicy,88,84,0
508,blackwater-the-full-irish-2024,en,Blackwater The Full Irish (2024),"The Blackwater distillery from Ireland presents us here with a whisky at 48.5% vol. that stubbornly refuses to reveal its age. Perhaps it is still too young to talk about it? At this price, you would think that at least a few years could be written on the bottle, but no - the secret of eternal youth reigns here.",/whisky-reviews/blackwater-the-full-irish-2024,/exports/pdf/blackwater-the-full-irish-2024.pdf,2025-07-18T06:09:09+00:00,"[""Marcel"", ""Sascha""]",Blended Whisky,Ireland,,Blackwater,,0,48.5,106,mellow,78,79,2
525,skellig-six18-distillery-2024-ruby-port-finish,en,Skellig Six18 Distillery (2024) Ruby Port Finish,"The Skellig Six18 Distillery Exclusive 2024 Ruby Port Finish is definitely not your average Irish whiskey. At 6 years old and a proud 58.70 % vol., this Irish whisky comes with flavours that I have never experienced before. And I really mean that!",/whisky-reviews/skellig-six18-distillery-2024-ruby-port-finish,/exports/pdf/skellig-six18-distillery-2024-ruby-port-finish.pdf,2025-07-17T15:28:49+00:00,"[""Marcel"", ""Sascha""]",Single Pot Still Whiskey,Ireland,,Skellig Six18 Distillery,,6,58.7,114.14,rich,82,82,3
524,best-drinking-friends-release-no-3-2018-2024,en,Best Drinking Friends Release No. 3 (2018/2024),"The Best Drinking Friends Release No. 3 dates back to 2018 and was bottled in 2024 - a fine period that has given the whisky enough time to develop. As an independent bottling, it has the typical character of an Irish whisky without being boring or predictable. The Great Northern distillery may not be the best-known address in the whisky world, but that is precisely what makes such discoveries so exciting.",/whisky-reviews/best-drinking-friends-release-no-3-2018-2024,/exports/pdf/best-drinking-friends-release-no-3-2018-2024.pdf,2025-07-16T06:36:55+00:00,"[""Marcel"", ""Sascha""]",Single Pot Still Whiskey,Ireland,,Great Northern,Irish Whiskeys,8,55.2,107,mellow,77,80,3
523,the-liberator-port-n-peat-storehouse-special-batch-18,en,The Liberator Port 'n' Peat – Storehouse Special Batch 18,"There are whiskies that can be read like open books - every page a new surprise, every twist a new chapter. The Liberator Port 'n' Peat - Storehouse Special Batch 18 is one such whisky. An Irish spirit released by Wayward Irish Spirits from the Great Northern distillery to tell us a story that oscillates between sweet dreams and earthy truths.",/whisky-reviews/the-liberator-port-n-peat-storehouse-special-batch-18,/exports/pdf/the-liberator-port-n-peat-storehouse-special-batch-18.pdf,2025-07-14T07:23:19+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Ireland,,Great Northern,Wayward Irish Spirits,0,46,78.43,floral,74,75,3
520,st-kilian-scorpions-60-years-of-rock,en,St. Kilian Scorpions – 60 Years of Rock,"Mario Rudolf and his team at St. Kilian have come up with something very special for this anniversary whisky. 60 years of Scorpions - that literally cries out for a whisky that is just as uncompromising as the rock legends themselves. And what do you do when you want to create a whisky with bite? You take German beech-smoked malt and mature it in ex-tequila barrels. A combination that looks like a daring experiment on paper, but in practice tells a story that you won't forget in a hurry.",/whisky-reviews/st-kilian-scorpions-60-years-of-rock,/exports/pdf/st-kilian-scorpions-60-years-of-rock.pdf,2025-07-11T06:01:06+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,0,57.8,99.86,spicy,80,82,3
518,st-kilian-scorpions-rock-believer-release-2025,en,St. Kilian Scorpions - Rock Believer (2025),"Something fascinating is currently happening in the rolling hills of the German whisky landscape: Tradition meets rebellion, artisanal perfection meets untamed rock energy. The St. Kilian Scorpions - Rock Believer is more than just a whisky - it is a liquid homage to one of the greatest German rock bands of all time and at the same time a manifesto for the quality of German distillery craftsmanship. This extraordinary collaboration between the St. Kilian distillery in Rüdenau and the Scorpions is proof that innovation and respect for tradition can go hand in hand. Like a perfectly arranged song, this single malt combines German winemaking tradition with the powerful energy of rock'n'roll.",/whisky-reviews/st-kilian-scorpions-rock-believer-release-2025,/exports/pdf/st-kilian-scorpions-rock-believer-release-2025.pdf,2025-07-10T13:34:21+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,0,47,71.29,mellow,77,79,4
521,st-kilian-signature-fifteen,en,St. Kilian Signature Edition Fifteen,"There is a special atmosphere in the depths of an ex-Amarone barrel from the Italian winery Claudio Lenotti. Two worlds that could not be more different meet here: The elegant, sweet Amarone character meets the wild, earthy soul of Scottish peat. The result is the St. Kilian Signature Edition Fifteen - a German single malt whisky that tells a story of contrasts and harmony at 53.5% vol.",/whisky-reviews/st-kilian-signature-fifteen,/exports/pdf/st-kilian-signature-fifteen.pdf,2025-07-09T09:21:08+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,0,53.5,99.8,peaty,80,83,4
522,st-kilian-ex-sherry-oloroso-single-cask-ultra-heavily-peated-2017-2024,en,St. Kilian ex Sherry Oloroso Single Cask – Ultra Heavily Peated (2017/2024),"What the distillery delivers with this Ultra Heavily Peated Single Cask from an ex-sherry Oloroso cask is a statement: Germany can also produce extreme whisky! After 6 years of maturation (2017-2024) in a large-volume American oak cask that previously housed Oloroso sherry, a monster has been created here. Before we get started, a serious note: this whisky is not for beginners! With 135 ppm (parts per million) phenol content and 58.90% vol. this is a whisky that will make even experienced peat lovers sweat. For comparison: a Ardbeg Corryvreckan has around 50 ppm, a Lagavulin 16 Years around 35 ppm. So we're talking about three times as much in an already smoky whisky!",/whisky-reviews/st-kilian-ex-sherry-oloroso-single-cask-ultra-heavily-peated-2017-2024,/exports/pdf/st-kilian-ex-sherry-oloroso-single-cask-ultra-heavily-peated-2017-2024.pdf,2025-07-08T08:16:23+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,6,58.9,199.8,peaty,80,84,2
519,st-kilian-hedan-2021-2025,en,St. Kilian Hedan (2021/2025),"The Hedan 2021/2025 is more than just another German single malt. It epitomises the vinophile side of Franconia and combines regional identity with sophisticated maturation in Dunkelfelder red wine barrels from the Palatinate. The distillery relies here on its tried and tested ""Heimatmalt"" made from regional organic barley, which was allowed to mature for four years in these special wine barrels.",/whisky-reviews/st-kilian-hedan-2021-2025,/exports/pdf/st-kilian-hedan-2021-2025.pdf,2025-07-07T07:19:36+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,0,46,119.8,rich,70,78,3
515,ledaig-17-years-2006-2024-gordon-macphail,en,Ledaig 17 Years (2006/2024) - Gordon & MacPhail,"The Ledaig 17 years 2006/2024 from Gordon & MacPhail is definitely not a whisky for everyone. Those who prefer harmonious, pleasing single malts should steer clear of it. This Scotch from the Isle of Mull is a statement whisky that does not hide its industrial origins from the Tobermory distillery - on the contrary, it celebrates them. With an alcohol strength of 56.5% and 17 years of maturation in sherry casks, it presents itself as an uncompromising character whisky that polarises.",/whisky-reviews/ledaig-17-years-2006-2024-gordon-macphail,/exports/pdf/ledaig-17-years-2006-2024-gordon-macphail.pdf,2025-07-03T10:49:08+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Mull,Tobermory,,17,56.5,228.29,rich,85,87,4
513,nc-nean-aon-white-port-2020-2025,en,Nc'Nean Aon White Port (2020/2025),"Imagine this: A young, sustainable Highland distillery meets white port and the result is... Magic? Well, at least the Nc'Nean Aon White Port 2020/2025 is the result - a whisky that proves that good things can happen if you're brave enough to be a little crazy. With a proud 61.1% alcohol strength, this is definitely not a whisky for sissies, but for everyone else it could be a summery dream.",/whisky-reviews/nc-nean-aon-white-port-2020-2025,/exports/pdf/nc-nean-aon-white-port-2020-2025.pdf,2025-07-02T05:20:50+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Nc'Nean,,0,61.1,142.71,floral,82,83,3
514,talisker-storm,en,Talisker Storm,"The Talisker Storm presents itself without an age statement with a proud 45.8% alcohol content - a deliberate decision by the distillery, which has combined different cask maturations here. The concept behind it: To reinforce the typical Talisker characteristics without drifting into extremes. Has it succeeded? Let's take a look in the glass.",/whisky-reviews/talisker-storm,/exports/pdf/talisker-storm.pdf,2025-07-01T05:35:37+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Skye,Talisker,,0,45.8,44.27,spicy,78,79,4
512,langatun-5-years-wajos,en,Langatun 5 Years - Wajos,"The Langatun 5 Years - Wajos promises Swiss whisky craftsmanship from the Langatun distillery, bottled by the independent bottler Wajos. With a proud 40% alcohol content and five years of maturation, which should apparently feel like an eternity. Spoiler alert: it doesn't.",/whisky-reviews/langatun-5-years-wajos,/exports/pdf/langatun-5-years-wajos.pdf,2025-06-30T05:56:09+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Switzerland,,Langatun,Wajos,5,40,95,mellow,55,66,1
474,tomatin-legacy,en,Tomatin Legacy,The Tomatin Legacy is a Scotch whisky from the Scottish Highlands and the entry-level bottling from the Tomatin Distillery. It tells the story of the distillery that once revitalised a remote area and created a thriving community. But what's inside the bottle?,/whisky-reviews/tomatin-legacy,/exports/pdf/tomatin-legacy.pdf,2025-06-27T05:36:55+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Tomatin,,0,43,34.14,delicate,72,74,5
490,bruichladdich-1991-31-years-ralph-steadman-x-cask-88,en,Bruichladdich 31 Years (1991) - Ralph Steadman X Cask 88,"The Ralph Steadman Collection is dedicated to the craft of whisky. The artist creates a small artwork for each bottle. Bruichladdich is all about the malting process: ""A practice almost entirely lost to the annals of time, the by-hand floor malting process captured by Ralph Steadman’s illustration is being recommissioned at Bruichladdich distillery. This cask was selected for its incredible complexity and remarkable balance.""",/whisky-reviews/bruichladdich-1991-31-years-ralph-steadman-x-cask-88,/exports/pdf/bruichladdich-1991-31-years-ralph-steadman-x-cask-88.pdf,2025-06-26T06:35:42+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Islay,Bruichladdich,Cask 88,31,50.6,946.23,delicate,86,86,0
489,glenburgie-1997-24-years-ralph-steadman-x-cask-88,en,Glenburgie 24 Years (1997) - Ralph Steadman X Cask 88,"Whisky is more than just enjoyment - it is craft, history and sometimes art. The Ralph Steadman Collection is dedicated to precisely this approach in collaboration with the independent bottler Cask 88. Each bottle not only carries a precious drop, but also an individual artwork by Ralph Steadman. At Glenburgie, everything revolves around the cooperage and distilling of the casks: ""An essential part of the coopering process, cask firing is arguably the most spectacularly dramatic part of the whisky making process. The incredible intensity of the flames captured by Ralph Steadman in his arresting illustration mirrors the intense richness and unrelentingly long finish of this hand-selected cask.""",/whisky-reviews/glenburgie-1997-24-years-ralph-steadman-x-cask-88,/exports/pdf/glenburgie-1997-24-years-ralph-steadman-x-cask-88.pdf,2025-06-25T06:17:43+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Glenburgie,Cask 88,24,55.2,502.41,rich,89,88,0
488,arran-1996-24-years-ralph-steadman-x-cask-88,en,Arran 24 Years (1996) - Ralph Steadman X Cask 88,"Whisky is art - this sentence is more than just an empty phrase when it comes to the exclusive Ralph Steadman Collection from Cask 88. Not only is matured Scotch bottled here, but a piece of creative expression is brought into the bottle at the same time. Each bottling in the series features hand-drawn artwork by the legendary artist Ralph Steadman. The Arran is about the distilling process and the introduction of the spirit safe: ""The application of intense heat to a complex chemical concoction is an indispensable process essential to whisky making. A critical moment in its history in Scotland was the introduction of spirit safes, a physical lock to protect against widespread excise avoidance.""",/whisky-reviews/arran-1996-24-years-ralph-steadman-x-cask-88,/exports/pdf/arran-1996-24-years-ralph-steadman-x-cask-88.pdf,2025-06-24T07:06:57+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Arran,Lochranza,Cask 88,24,44.7,711.75,rich,91,89,0
510,nc-nea-organic-batch-5-2017-2021,en,Nc'nea Organic Batch 5 (2017/2021),"The Nc'Nean Distillery in Drimnin on the Morvern Peninsula stands for radical sustainability in whisky production. 100% renewable energy, certified organic barley and innovative cask experiments - the concept is well thought out. Organic Batch 5 represents this philosophy as the flagship of the regular bottlings, even if it comes across as a no-age statement.",/whisky-reviews/nc-nea-organic-batch-5-2017-2021,/exports/pdf/nc-nea-organic-batch-5-2017-2021.pdf,2025-06-23T06:59:13+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Nc'Nean,,0,46,77.13,delicate,71,70,2
511,mortlach-midnight-dusk,en,Mortlach Midnight Dusk - Diageo Special Releases (2024),"Let's forget the marketing blah-blah from Diageo for a moment - Mortlach is actually a damn good distillery. The unusual 2.81-fold distillation usually turns boring Speyside fare into complex, meaty whiskies. The ""Beast of Dufftown"" deserves respect. But with the Midnight Dusk, someone obviously forgot to pass this memo on.",/whisky-reviews/mortlach-midnight-dusk,/exports/pdf/mortlach-midnight-dusk.pdf,2025-06-21T10:23:46+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Mortlach,,0,57.5,333.57,rich,75,79,0
406,ben-nevis-1996-2020-24-years-sansibar,en,Ben Nevis 24 Years (1996/2020) - Sansibar,"Ben Nevis is a distillery that is no longer an insider tip among connoisseurs. Independent bottlings in particular often enjoy a certain reputation, as they reveal interesting facets of this Highland distillery. Today we have a 24-years Ben Nevis from Zanzibar in our glass - a bottling with character?",/whisky-reviews/ben-nevis-1996-2020-24-years-sansibar,/exports/pdf/ben-nevis-1996-2020-24-years-sansibar.pdf,2025-06-20T07:35:35+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Ben Nevis,Sansibar,24,43.9,284.25,floral,78,77,0
509,caol-ila-11-years-ambrosial-feast-diageo-special-releases-2024,en,Caol Ila 11 Years Ambrosial Feast - Diageo Special Releases (2024),"There are moments in the life of a whisky lover that give you pause. Moments when the glass in your hand doesn't just contain a drink, but tells a story that is so different from anything you expected. The Caol Ila 11 Years Ambrosial Feast from the Diageo Special Releases 2024 is just such a moment.",/whisky-reviews/caol-ila-11-years-ambrosial-feast-diageo-special-releases-2024,/exports/pdf/caol-ila-11-years-ambrosial-feast-diageo-special-releases-2024.pdf,2025-06-19T06:22:56+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Islay,Caol Ila,,11,57.3,128.43,mellow,85,83,3
431,cigar-malt-2024-14-years-the-tasteful-8-bruehler-whiskyhaus,en,Cigar Malt 14 Years (2024) The Tasteful 8 - Brühler Whiskyhaus,"Some whiskies are for drinking, others for savouring - and then there are the whiskies that simply go perfectly with a good cigar because they hardly differ from it in taste.",/whisky-reviews/cigar-malt-2024-14-years-the-tasteful-8-bruehler-whiskyhaus,/exports/pdf/cigar-malt-2024-14-years-the-tasteful-8-bruehler-whiskyhaus.pdf,2025-06-18T06:19:21+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,,,Brühler Whiskyhaus,14,50.6,185.57,rich,78,86,2
390,teaninich-2016-2023-sansibar,en,Teaninich (2016/2023) - Sansibar,"Teaninich is one of those Scottish distilleries that rarely appear as an original bottling - making the releases from independent bottlers all the more exciting. Zanzibar has taken on Teaninich, which was distilled in 2016 and bottled in 2023, and bottled it at a whopping 60.2 % ABV.",/whisky-reviews/teaninich-2016-2023-sansibar,/exports/pdf/teaninich-2016-2023-sansibar.pdf,2025-06-17T07:08:58+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Teaninich,Sansibar,7,60.2,112.85,mellow,72,72,3
290,allt-a-bhainne-2006-a-dreamy-nighttime-drink-smws,en,Allt-a-Bhainne (2006) A dreamy nighttime drink Cask 108.34 - The Scotch Malt Whisky Society,"The Allt-a-Bhainne 2006 A Dreamy Nighttime Drink (Cask 108.34) from the renowned Scotch Malt Whisky Society encapsulates the quintessence of the Speyside region in an impressive single malt matured for 14 years. With a powerful alcohol content of 64.4% ABV, this whisky is not for the faint-hearted, but an experience for connoisseurs who want to engage with complex worlds of flavours.",/whisky-reviews/allt-a-bhainne-2006-a-dreamy-nighttime-drink-smws,/exports/pdf/allt-a-bhainne-2006-a-dreamy-nighttime-drink-smws.pdf,2025-06-16T06:59:57+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Allt-a-Bhainne,The Scotch Malt Whisky Society,14,64.4,138.57,delicate,88,85,4
389,glen-spey-2015-2023-sansibar,en,Glen Spey (2015/2023) - Sansibar,"Young whiskies with over 60 % ABV can either be real insider tips or completely impetuous alcohol clubs. The Glen Spey 2015/2023 from Sansibar with 60.1% ABV lies somewhere in between. Sometimes it is round and pleasant, sometimes you wonder whether it could have done with a few more years in the cask.",/whisky-reviews/glen-spey-2015-2023-sansibar,/exports/pdf/glen-spey-2015-2023-sansibar.pdf,2025-06-15T11:50:44+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Glen Spey,Sansibar,7,60.1,112.71,delicate,75,75,3
433,distilled-in-australia-2024-7-years-the-tasteful-8-bruehler-whiskyhaus,en,Distilled in Australia 7 Years (2024) The Tasteful 8 - Brühler Whiskyhaus,"Australian whisky has received more and more attention in recent years - and for good reason. The climatic conditions ensure accelerated maturation, which often leads to intense and unique flavour profiles.",/whisky-reviews/distilled-in-australia-2024-7-years-the-tasteful-8-bruehler-whiskyhaus,/exports/pdf/distilled-in-australia-2024-7-years-the-tasteful-8-bruehler-whiskyhaus.pdf,2025-06-14T08:33:47+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Australia,,,Brühler Whiskyhaus,7,55.3,150,delicate,78,80,3
